,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
1533,Catawba,North Carolina,23232.0,44332.0,54596.0,"154,432","58,533",37035
1534,Campbell,Virginia,23231.0,47162.0,56168.0,"54,967","21,774",51031
1535,Pawnee,Kansas,23230.0,44078.0,56750.0,"6,971","2,545",20145
1536,Marion,West Virginia,23229.0,42152.0,53822.0,"56,666","22,593",54049
1537,Valley,Nebraska,23227.0,40445.0,54364.0,"4,256","1,893",31175
1538,Sebastian,Arkansas,23222.0,40471.0,50511.0,"126,536","49,294",05131
1539,Bonner,Idaho,23221.0,41414.0,49568.0,"40,743","17,388",16017
1540,Scotts Bluff,Nebraska,23220.0,43444.0,53463.0,"36,883","14,690",31157
1541,Wythe,Virginia,23219.0,41275.0,49044.0,"29,274","11,656",51197
1542,Lonoke,Arkansas,23218.0,52582.0,60786.0,"69,266","25,052",05085
1543,Macon,North Carolina,23213.0,37892.0,45633.0,"33,859","15,340",37113
1544,Nicholas,West Virginia,23209.0,40064.0,48275.0,"26,168","10,657",54067
1545,Fulton,Pennsylvania,23201.0,48461.0,56346.0,"14,779","5,965",42057
1546,Mason,Illinois,23199.0,42260.0,56188.0,"14,508","6,310",17125
1547,Hanson,South Dakota,23197.0,55815.0,64375.0,"3,377","1,037",46061
1548,Bond,Illinois,23195.0,48163.0,61238.0,"17,665","6,373",17005
1549,Mason,Michigan,23183.0,41136.0,50719.0,"28,648","12,470",26105
1550,Cortland,New York,23179.0,47151.0,60134.0,"49,271","18,069",36023
1551,Refugio,Texas,23174.0,44548.0,48963.0,"7,327","2,818",48391
1552,Miami-Dade,Florida,23174.0,43100.0,49138.0,"2,549,075","828,031",12086
1553,Callaway,Missouri,23171.0,47964.0,58357.0,"44,276","16,548",29027
1554,Garland,Arkansas,23170.0,39162.0,48388.0,"96,547","39,881",05051
1555,Pend Oreille,Washington,23167.0,40567.0,47847.0,"12,956","5,484",53051
1556,Alamance,North Carolina,23166.0,43043.0,53945.0,"152,472","60,139",37001
1557,Toole,Montana,23162.0,46972.0,53259.0,"5,224","1,927",30101
1558,Boyd,Nebraska,23157.0,41279.0,51250.0,"2,093",938,31015
1559,Citrus,Florida,23148.0,39100.0,48013.0,"140,214","60,319",12017
1560,Mineral,Nevada,23146.0,35017.0,61226.0,"4,700","2,147",32021
1561,Taylor,Texas,23141.0,44891.0,56565.0,"132,588","49,304",48441
1562,Portsmouth City,Virginia,23138.0,46166.0,53632.0,"95,901","36,690",51740
1563,Craighead,Arkansas,23138.0,41393.0,52466.0,"98,398","37,834",05031
1564,Jewell,Kansas,23134.0,39884.0,51957.0,"3,061","1,454",20089
1565,Stanton,Nebraska,23131.0,51493.0,60886.0,"6,148","2,336",31167
1566,Wallowa,Oregon,23131.0,41994.0,54513.0,"6,924","2,996",41063
1567,Wood,Texas,23129.0,43649.0,52446.0,"42,089","15,800",48499
1568,Williamsburg City,Virginia,23127.0,48616.0,64329.0,"14,579","4,391",51830
1569,Oswego,New York,23126.0,48051.0,59391.0,"121,797","45,325",36075
1570,Day,South Dakota,23126.0,39761.0,48450.0,"5,669","2,511",46037
1571,Pendleton,Kentucky,23122.0,45480.0,57357.0,"14,714","5,357",21191
1572,Seneca,New York,23115.0,47618.0,60974.0,"35,359","13,429",36099
1573,Weber,Utah,23106.0,54974.0,62642.0,"233,871","79,525",49057
1574,Brookings,South Dakota,23105.0,46896.0,61219.0,"32,295","11,979",46011
1575,Trego,Kansas,23095.0,45714.0,56090.0,"2,981","1,232",20195
1576,Snyder,Pennsylvania,23088.0,46513.0,53072.0,"39,711","14,397",42109
1577,Jefferson,New York,23078.0,46484.0,55325.0,"118,073","45,011",36045
1578,Washington County,Texas,23070.0,44858.0,55675.0,"33,863","12,244",48477
1579,Shelby,Illinois,23069.0,47188.0,56074.0,"22,266","8,991",17173
1580,Faulk,South Dakota,23069.0,41453.0,54219.0,"2,370",930,46049
1581,Rice,Kansas,23068.0,45336.0,57196.0,"10,055","3,914",20159
1582,Cumberland,North Carolina,23067.0,45231.0,51944.0,"322,033","121,226",37051
1583,Hamilton,Texas,23067.0,40655.0,48894.0,"8,410","3,029",48193
1584,Fountain,Indiana,23063.0,45884.0,54191.0,"17,108","6,925",18045
1585,Wayne,Ohio,23061.0,49135.0,60737.0,"114,750","42,487",39169
1586,Tipton,Tennessee,23054.0,52423.0,59729.0,"61,298","21,574",47167
1587,Benton,Indiana,23049.0,48711.0,57079.0,"8,823","3,444",18007
1588,St. Louis City,Missouri,23048.0,34582.0,43627.0,"318,955","140,652",29510
1589,Arkansas County,Arkansas,23045.0,39633.0,50137.0,"18,957","7,883",05001
1590,Cleburne,Arkansas,23044.0,40246.0,49059.0,"25,856","10,286",05023
1591,Gregory,South Dakota,23041.0,36719.0,43160.0,"4,247","1,986",46053
1592,Stephens,Oklahoma,23038.0,43885.0,57834.0,"44,929","17,690",40137
1593,Camden,Missouri,23038.0,43458.0,49942.0,"43,822","17,647",29029
1594,Taylor,Wisconsin,23032.0,44869.0,56250.0,"20,633","8,761",55119
1595,Monroe,Indiana,23032.0,40052.0,62959.0,"139,634","53,914",18105
1596,Pitt,North Carolina,23029.0,40718.0,56512.0,"170,485","66,026",37147
1597,Calhoun,South Carolina,23023.0,40704.0,49517.0,"15,109","6,163",45017
1598,Roscommon,Michigan,23023.0,33334.0,40691.0,"24,281","11,617",26143
1599,Musselshell,Montana,23022.0,43409.0,59112.0,"4,729","1,966",30065
1600,Schuylkill,Pennsylvania,23021.0,45012.0,56974.0,"147,700","59,658",42107
1601,Union,Iowa,23007.0,44838.0,55380.0,"12,547","5,339",19175
1602,Iberia,Louisiana,22997.0,44262.0,51402.0,"73,551","26,496",22045
1603,Lycoming,Pennsylvania,22987.0,45430.0,57160.0,"116,604","46,046",42081
1604,Franklin,Kansas,22979.0,49543.0,58750.0,"25,870","9,909",20059
1605,Calhoun,Michigan,22978.0,42110.0,52857.0,"135,534","53,428",26025
1606,Langlade,Wisconsin,22974.0,42389.0,50629.0,"19,838","8,758",55067
1607,Sumner,Kansas,22972.0,47894.0,61676.0,"23,884","9,110",20191
1608,Worth,Missouri,22967.0,39348.0,49034.0,"2,129",940,29227
1609,Stoddard,Missouri,22967.0,37965.0,49565.0,"29,860","12,224",29207
1611,Daviess,Kentucky,22963.0,46555.0,57866.0,"97,230","37,677",21059
1612,Upton,Texas,22953.0,51750.0,57391.0,"3,323","1,218",48461
1613,Cumberland,Illinois,22952.0,43958.0,54423.0,"11,015","4,184",17035
1614,Riley,Kansas,22948.0,43962.0,63634.0,"73,243","25,895",20161
1615,Lewis,New York,22942.0,46840.0,55401.0,"27,108","10,677",36049
1616,Norton,Kansas,22942.0,46029.0,63182.0,"5,640","2,248",20137
1617,Indiana County,Pennsylvania,22933.0,43997.0,56225.0,"88,404","34,310",42063
1618,Jackson,Oklahoma,22925.0,42824.0,51599.0,"26,280","10,455",40065
1619,Sullivan,Pennsylvania,22923.0,40964.0,50855.0,"6,419","2,402",42113
1620,Ste. Genevieve,Missouri,22921.0,48433.0,55208.0,"17,996","7,235",29186
1621,Bowie,Texas,22911.0,42346.0,53995.0,"92,851","33,808",48037
1622,Cooper,Missouri,22910.0,45992.0,56565.0,"17,574","6,568",29053
1623,Lawrence,Pennsylvania,22906.0,43546.0,55348.0,"90,374","36,823",42073
1625,Wichita,Texas,22837.0,42971.0,52514.0,"131,500","49,016",48485
1626,Trinity,California,22905.0,36890.0,47349.0,"13,638","5,668",06105
1627,Buena Vista,Iowa,22899.0,46951.0,58937.0,"20,350","7,615",19021
1628,Montrose,Colorado,22897.0,45718.0,55848.0,"41,020","16,586",08085
1629,Bourbon,Kentucky,22893.0,40933.0,48310.0,"19,999","7,865",21017
1630,Mille Lacs,Minnesota,22891.0,47862.0,57885.0,"25,927","10,312",27095
1631,Phillips,Montana,22890.0,42632.0,54746.0,"4,205","1,800",30071
1632,Monroe,Georgia,22888.0,48630.0,57440.0,"26,613","9,550",13207
1633,Waushara,Wisconsin,22888.0,43070.0,52816.0,"24,483","9,902",55137
1634,Nash,North Carolina,22880.0,43084.0,52681.0,"95,571","37,726",37127
1635,Dolores,Colorado,22880.0,37750.0,51875.0,"1,709",780,08033
1636,Lincoln,Nevada,22879.0,40143.0,48816.0,"5,296","1,969",32017
1637,Logan,Ohio,22878.0,47542.0,53810.0,"45,678","18,143",39091
1638,Freestone,Texas,22876.0,44502.0,54284.0,"19,657","7,251",48161
1639,Vermillion,Indiana,22875.0,42524.0,50674.0,"16,098","6,466",18165
1640,Waynesboro City,Virginia,22872.0,44847.0,57726.0,"21,099","8,708",51820
1641,Beaverhead,Montana,22872.0,41614.0,54294.0,"9,278","4,110",30001
1642,Ravalli,Montana,22872.0,38688.0,51272.0,"40,423","16,848",30081
1643,Montgomery,Iowa,22868.0,44281.0,53586.0,"10,625","4,553",19137
1644,Scurry,Texas,22860.0,47513.0,56620.0,"17,014","5,846",48415
1645,Bell,Texas,22857.0,50060.0,58115.0,"316,144","104,049",48027
1646,Muscogee,Georgia,22856.0,41339.0,50999.0,"194,949","72,243",13215
1647,Callahan,Texas,22855.0,44902.0,57957.0,"13,535","5,201",48059
1648,Waldo,Maine,22853.0,42221.0,52614.0,"38,819","16,448",23027
1649,LaPorte,Indiana,22852.0,47538.0,58674.0,"111,310","42,690",18091
1650,Collingsworth,Texas,22847.0,41576.0,48250.0,"3,061","1,174",48087
1651,Wasco,Oregon,22844.0,43765.0,53598.0,"25,281","9,612",41065
1652,Burnett,Wisconsin,22843.0,39564.0,47404.0,"15,449","7,354",55013
1653,Mercer,Pennsylvania,22831.0,44301.0,55943.0,"116,059","46,187",42085
1654,DeKalb,Indiana,22827.0,47247.0,56561.0,"42,253","16,032",18033
1655,Walton,Georgia,22824.0,52369.0,60249.0,"84,397","29,520",13297
1656,Harper,Kansas,22820.0,38313.0,48333.0,"5,951","2,595",20077
1657,Martin,Indiana,22817.0,44740.0,55776.0,"10,269","4,146",18101
1658,Brooke,West Virginia,22815.0,42493.0,55605.0,"23,932","9,968",54009
1659,Daggett,Utah,22811.0,46917.0,67898.0,830,305,49009
1660,Sandusky,Ohio,22799.0,46140.0,56634.0,"60,619","23,906",39143
1661,Logan,Nebraska,22799.0,44417.0,52813.0,787,345,31113
1662,Teton,Montana,22799.0,43327.0,54196.0,"6,063","2,303",30099
1663,Kittitas,Washington,22796.0,42982.0,63929.0,"41,291","16,538",53037
1664,Van Wert,Ohio,22790.0,45355.0,57364.0,"28,685","11,442",39161
1665,Ellsworth,Kansas,22789.0,45865.0,58566.0,"6,454","2,528",20053
1666,Presque Isle,Michigan,22788.0,39652.0,46601.0,"13,234","6,253",26141
1667,Caldwell,Louisiana,22782.0,39385.0,47327.0,"10,083","3,935",22021
1668,Clark,Ohio,22780.0,43136.0,54149.0,"137,763","54,963",39023
1669,Richland,Wisconsin,22778.0,45271.0,55208.0,"17,911","7,343",55103
1670,Maury,Tennessee,22766.0,45336.0,55558.0,"81,821","32,144",47119
1671,Grant,New Mexico,22755.0,37899.0,45616.0,"29,471","12,216",35017
1672,Crawford,Iowa,22748.0,46548.0,57067.0,"17,205","6,300",19047
1673,Cameron,Pennsylvania,22747.0,41410.0,52800.0,"5,000","2,144",42023
1674,Henderson,Kentucky,22746.0,41940.0,54654.0,"46,303","18,787",21101
1675,Pasquotank,North Carolina,22745.0,46053.0,55554.0,"40,419","14,399",37139
1676,Sweet Grass,Montana,22743.0,45938.0,58462.0,"3,640","1,304",30097
1677,Cass,Michigan,22743.0,44346.0,55053.0,"52,212","19,663",26027
1678,Defiance,Ohio,22739.0,47593.0,55802.0,"38,911","15,203",39039
1679,Yadkin,North Carolina,22726.0,40371.0,50372.0,"38,217","14,926",37197
1680,Alcona,Michigan,22719.0,37189.0,45424.0,"10,785","4,863",26001
1681,Paulding,Ohio,22714.0,44861.0,58225.0,"19,441","7,730",39125
1682,Petroleum,Montana,22714.0,41705.0,56042.0,538,233,30069
1683,Doniphan,Kansas,22713.0,46512.0,57530.0,"7,905","3,161",20043
1684,Shiawassee,Michigan,22713.0,46217.0,53971.0,"69,910","27,485",26155
1685,Fisher,Texas,22709.0,42125.0,55000.0,"3,924","1,518",48151
1686,Accomack,Virginia,22703.0,39328.0,48708.0,"33,289","14,333",51001
1687,Manistee,Michigan,22702.0,41551.0,49708.0,"24,626","10,571",26101
1688,Camden,Georgia,22701.0,51990.0,60101.0,"50,799","18,386",13039
1689,Wyoming County,New York,22700.0,51100.0,62490.0,"41,923","15,624",36121
1690,Wapello,Iowa,22699.0,41425.0,51694.0,"35,469","14,534",19179
1691,Norton City,Virginia,22699.0,39416.0,56290.0,"3,998","1,706",51720
1692,Henry,Iowa,22687.0,46376.0,58504.0,"20,188","7,493",19087
1693,Hancock,Kentucky,22686.0,51189.0,54461.0,"8,608","3,361",21091
1694,Dale,Alabama,22685.0,44889.0,56132.0,"50,102","19,345",01045
1695,Union,Oregon,22684.0,42542.0,51973.0,"25,741","10,235",41061
1696,Vernon,Wisconsin,22680.0,45488.0,57070.0,"30,002","11,790",55123
1697,Montgomery,Indiana,22679.0,46797.0,53218.0,"38,215","14,590",18107
1698,Harrison,Mississippi,22677.0,43124.0,51941.0,"190,756","72,253",28047
1699,Harper,Oklahoma,22675.0,46117.0,51087.0,"3,710","1,492",40059
1700,Roberts,South Dakota,22670.0,47191.0,57684.0,"10,210","3,646",46109
1701,Cambria,Pennsylvania,22659.0,41730.0,54630.0,"142,448","58,208",42021
1702,Gaston,North Carolina,22658.0,42017.0,51851.0,"207,263","79,450",37071
1703,Bonneville,Idaho,22657.0,50872.0,58034.0,"105,580","36,066",16019
1704,Mills,Texas,22651.0,44213.0,51540.0,"4,891","1,817",48333
1705,Lee,Iowa,22649.0,42469.0,55274.0,"35,736","14,241",19111
1706,Kershaw,South Carolina,22638.0,43765.0,52593.0,"61,918","24,084",45055
1707,Tuscaloosa,Alabama,22637.0,45408.0,58922.0,"196,824","67,882",01125
1708,Osage,Missouri,22629.0,51408.0,61660.0,"13,842","5,168",29151
1709,Mackinac,Michigan,22622.0,38704.0,47542.0,"11,099","5,000",26097
1710,Hancock,Mississippi,22621.0,44522.0,53192.0,"44,597","18,145",28045
1711,Tioga,Pennsylvania,22621.0,44187.0,52998.0,"42,267","17,058",42117
1712,Washington County,Kansas,22621.0,42515.0,55034.0,"5,763","2,487",20201
1713,Jefferson,Illinois,22620.0,42981.0,55188.0,"38,769","15,288",17081
1714,Jackson,Michigan,22613.0,46615.0,57263.0,"160,126","60,100",26075
1715,Latimer,Oklahoma,22603.0,40970.0,49894.0,"11,034","4,160",40077
1716,Huntington,Indiana,22601.0,46148.0,57067.0,"37,044","14,138",18069
1717,Surry,Virginia,22600.0,47292.0,59331.0,"6,922","2,602",51181
1718,Nobles,Minnesota,22598.0,48208.0,55102.0,"21,490","7,964",27105
1719,McPherson,South Dakota,22596.0,37240.0,44650.0,"2,432","1,045",46089
1720,San Joaquin,California,22589.0,53380.0,59900.0,"693,177","215,563",06077
1721,Vermilion,Louisiana,22589.0,44665.0,54061.0,"58,394","21,765",22113
1722,Logan,Colorado,22581.0,40415.0,50000.0,"22,607","8,015",08075
1723,Amherst,Virginia,22580.0,44945.0,56802.0,"32,244","12,680",51009
1725,Jackson,Indiana,22568.0,46501.0,56297.0,"42,769","16,713",18071
1726,Trumbull,Ohio,22568.0,42880.0,53975.0,"208,792","86,246",39155
1727,Potter,Pennsylvania,22564.0,41547.0,50755.0,"17,487","7,077",42105
1728,Sheridan,Nebraska,22551.0,38548.0,44859.0,"5,390","2,380",31161
1729,Davidson,North Carolina,22549.0,43083.0,54218.0,"162,975","64,580",37057
1730,Crawford,Wisconsin,22549.0,42235.0,57472.0,"16,578","6,772",55023
1731,Morrill,Nebraska,22543.0,43886.0,50365.0,"4,958","2,037",31123
1732,Jackson,West Virginia,22527.0,40376.0,53355.0,"29,229","11,459",54035
1733,Wayne,Illinois,22526.0,43605.0,54060.0,"16,674","7,063",17191
1734,Cumberland,New Jersey,22524.0,50750.0,60388.0,"157,342","50,676",34011
1735,Oldham,Texas,22519.0,48929.0,62500.0,"2,064",748,48359
1736,Darke,Ohio,22511.0,43425.0,53929.0,"52,666","20,776",39037
1737,Beauregard,Louisiana,22509.0,46385.0,59364.0,"35,891","12,948",22011
1738,Mobile,Alabama,22501.0,43028.0,52234.0,"413,188","155,178",01097
1739,Dunn,Wisconsin,22499.0,48893.0,62033.0,"43,871","16,222",55033
1740,Yuma,Colorado,22498.0,44308.0,53502.0,"10,093","3,811",08125
1741,Alfalfa,Oklahoma,22488.0,44811.0,57604.0,"5,674","2,031",40003
1742,Lea,New Mexico,22484.0,50694.0,60006.0,"65,681","21,126",35025
1743,Upshur,Texas,22483.0,46600.0,58447.0,"39,640","14,286",48459
1744,Kiowa,Colorado,22482.0,40813.0,55938.0,"1,423",559,08061
1745,La Salle,Louisiana,22481.0,42528.0,55587.0,"14,843","5,619",22059
1746,Northumberland,Pennsylvania,22478.0,41208.0,52280.0,"94,444","39,348",42097
1747,Delta,Michigan,22471.0,42676.0,53489.0,"36,967","15,885",26041
1748,Douglas,Washington,22467.0,51908.0,55665.0,"38,807","13,976",53017
1749,Tillamook,Oregon,22452.0,43676.0,51235.0,"25,300","10,236",41057
1750,Nuckolls,Nebraska,22448.0,37594.0,52127.0,"4,462","2,119",31129
1751,Teton,Idaho,22436.0,53931.0,62389.0,"10,141","3,583",16081
1752,Florence,Wisconsin,22434.0,47960.0,52846.0,"4,477","1,767",55037
1753,Southampton,Virginia,22433.0,46150.0,58038.0,"18,444","6,708",51175
1754,Florence,South Carolina,22432.0,41910.0,51660.0,"137,393","51,332",45041
1755,McKean,Pennsylvania,22426.0,41834.0,51472.0,"43,294","17,450",42083
1756,Medina,Texas,22413.0,55326.0,61952.0,"46,512","15,284",48325
1757,Waller,Texas,22412.0,50097.0,59684.0,"43,836","13,601",48473
1758,Johnston,North Carolina,22410.0,49711.0,58463.0,"172,321","60,759",37101
1759,Franklin,Tennessee,22398.0,42904.0,48711.0,"40,985","16,067",47051
1760,Lenawee,Michigan,22395.0,47766.0,59156.0,"99,505","37,754",26091
1761,Labette,Kansas,22394.0,40916.0,49907.0,"21,369","8,703",20099
1762,Henry,Missouri,22394.0,39839.0,50344.0,"22,183","9,551",29083
1763,Todd,Minnesota,22383.0,45000.0,53847.0,"24,697","9,904",27153
1764,Wyandot,Ohio,22382.0,44448.0,57009.0,"22,582","9,284",39175
1765,Marshall,Kentucky,22381.0,43907.0,54460.0,"31,296","11,963",21157
1766,Pontotoc,Oklahoma,22381.0,41881.0,52738.0,"37,700","14,793",40123
1767,Montgomery,Tennessee,22380.0,49617.0,57117.0,"177,640","64,026",47125
1768,Genesee,Michigan,22380.0,42089.0,53072.0,"421,575","165,669",26049
1769,Belmont,Ohio,22380.0,41534.0,52232.0,"69,990","28,329",39013
1770,Morton,Kansas,22378.0,46607.0,51250.0,"3,182","1,186",20129
1771,Hardin,Illinois,22366.0,37071.0,46932.0,"4,273","1,800",17069
1772,Comanche,Oklahoma,22363.0,46036.0,54389.0,"124,591","44,251",40031
1773,Warren,Mississippi,22362.0,41025.0,54240.0,"48,389","18,404",28149
1774,Page,Virginia,22355.0,42906.0,49682.0,"23,975","9,623",51139
1775,Osage,Oklahoma,22353.0,44195.0,55339.0,"47,800","18,512",40113
1776,Saginaw,Michigan,22349.0,42331.0,54004.0,"198,841","77,412",26145
1777,Hunt,Texas,22341.0,44858.0,55101.0,"86,455","30,756",48231
1778,Newton,Missouri,22341.0,42268.0,50565.0,"58,552","22,045",29145
1779,Wahkiakum,Washington,22334.0,41815.0,48156.0,"4,006","1,715",53069
1780,Menominee,Michigan,22331.0,41739.0,49566.0,"23,917","10,787",26109
1781,Creek,Oklahoma,22327.0,43026.0,52398.0,"70,246","26,296",40037
1782,Jefferson,Ohio,22324.0,40577.0,51183.0,"68,928","28,326",39081
1783,Latah,Idaho,22322.0,41735.0,60899.0,"37,636","14,941",16057
1784,Bedford City,Virginia,22322.0,35593.0,44058.0,"6,052","2,800",51515
1785,Fulton,Illinois,22318.0,45130.0,56215.0,"36,829","14,610",17057
1786,Baca,Colorado,22318.0,38829.0,48080.0,"3,761","1,651",08009
1787,Morgan,West Virginia,22312.0,36046.0,51724.0,"17,502","7,343",54065
1788,Wayne,Michigan,22308.0,41184.0,52423.0,"1,804,507","670,987",26163
1789,Greene,Illinois,22307.0,43502.0,53680.0,"13,778","5,790",17061
1790,Orleans,Vermont,22303.0,41953.0,52235.0,"27,184","11,043",50019
1791,Granville,North Carolina,22295.0,49852.0,54842.0,"58,188","19,953",37077
1792,Allen,Ohio,22295.0,42823.0,54846.0,"105,895","40,552",39003
1793,Siskiyou,California,22293.0,37709.0,47183.0,"44,503","19,417",06093
1794,Kearny,Kansas,22292.0,52264.0,60735.0,"3,956","1,301",20093
1795,Crane,Texas,22291.0,50417.0,60625.0,"4,484","1,571",48103
1796,Kanabec,Minnesota,22291.0,47068.0,54060.0,"16,151","6,277",27065
1797,Greenwood,Kansas,22280.0,38346.0,53288.0,"6,582","2,855",20073
1798,Clay,Illinois,22279.0,40640.0,52000.0,"13,744","5,486",17025
1799,Philadelphia,Pennsylvania,22279.0,37192.0,46375.0,"1,536,704","580,017",42101
1800,Ward,Texas,22278.0,42568.0,52953.0,"10,836","3,938",48475
1801,Marion,Kansas,22269.0,45830.0,57375.0,"12,491","4,861",20115
1802,Rabun,Georgia,22260.0,35423.0,50864.0,"16,271","6,997",13241
1803,Union,Pennsylvania,22259.0,48528.0,55763.0,"44,932","15,062",42119
1804,Bedford,Pennsylvania,22259.0,43290.0,53401.0,"49,490","20,198",42009
1805,Huron,Ohio,22257.0,49404.0,56337.0,"59,390","22,361",39077
1806,Cass,Illinois,22257.0,45734.0,53871.0,"13,530","5,134",17017
1807,Pondera,Montana,22256.0,41277.0,52698.0,"6,166","2,302",30073
1808,Orleans,New York,22255.0,48502.0,58031.0,"42,663","15,725",36073
1809,Tooele,Utah,22252.0,61412.0,66201.0,"59,120","18,281",49045
1810,Boyle,Kentucky,22249.0,41473.0,49654.0,"28,701","11,100",21021
1811,Harding,South Dakota,22247.0,44353.0,56354.0,"1,330",527,46063
1812,Pike,Indiana,22245.0,40680.0,50069.0,"12,780","5,149",18125
1813,Keokuk,Iowa,22243.0,42167.0,54323.0,"10,428","4,354",19107
1814,Sevier,Tennessee,22242.0,43649.0,50704.0,"91,295","36,815",47155
1815,Coos,Oregon,22239.0,37940.0,47830.0,"62,753","26,072",41011
1816,Henry,Tennessee,22239.0,36950.0,48836.0,"32,293","13,473",47079
1817,Greene,Indiana,22235.0,43980.0,54728.0,"33,001","12,894",18055
1818,Rosebud,Montana,22229.0,48789.0,60188.0,"9,310","3,268",30087
1819,Klickitat,Washington,22229.0,41694.0,48375.0,"20,537","8,019",53039
1820,Sabine,Louisiana,22229.0,35159.0,46816.0,"24,286","9,175",22085
1821,Morrow,Ohio,22228.0,51484.0,58660.0,"34,932","12,940",39117
1822,Haskell,Texas,22223.0,36857.0,48886.0,"5,885","2,425",48207
1823,Lewis,Washington,22212.0,42860.0,53627.0,"75,419","29,527",53041
1824,Davis,Iowa,22210.0,45040.0,51772.0,"8,755","3,115",19051
1825,Kay,Oklahoma,22207.0,41012.0,50266.0,"46,122","18,357",40071
1826,La Paz,Arizona,22200.0,35776.0,42729.0,"20,408","10,221",04012
1827,St. Lawrence,New York,22198.0,43647.0,53346.0,"112,097","41,839",36089
1828,Adams,Wisconsin,22196.0,44897.0,51949.0,"20,741","8,278",55001
1829,Somerset,Pennsylvania,22192.0,43597.0,54418.0,"77,341","29,791",42111
1830,Pike,Georgia,22191.0,53865.0,61309.0,"17,807","6,140",13231
1831,Humphreys,Tennessee,22183.0,42846.0,54492.0,"18,392","7,396",47085
1832,Las Animas,Colorado,22180.0,42261.0,53089.0,"15,136","5,992",08071
1834,Lawrence,Indiana,22169.0,42627.0,52567.0,"46,053","18,592",18093
1835,Chautauqua,New York,22168.0,42429.0,52854.0,"134,156","54,863",36013
1836,St. Martin,Louisiana,22164.0,42186.0,54589.0,"52,559","18,756",22099
1837,Boone,Arkansas,22160.0,38506.0,47585.0,"37,099","15,086",05009
1838,Clearwater,Minnesota,22157.0,43269.0,52661.0,"8,725","3,586",27029
1839,Union,Georgia,22156.0,40009.0,47736.0,"21,399","9,141",13291
1840,McCormick,South Carolina,22150.0,40028.0,48283.0,"10,091","4,069",45065
1841,Glenn,California,22148.0,43023.0,51705.0,"28,054","9,628",06021
1842,Anderson,Kansas,22139.0,41713.0,54962.0,"8,021","3,308",20003
1843,Hopkins,Kentucky,22132.0,40891.0,51596.0,"46,810","18,495",21107
1844,Wayne,Iowa,22127.0,40024.0,52447.0,"6,382","2,589",19185
1845,Rapides,Louisiana,22126.0,40930.0,51092.0,"132,034","47,606",22079
1846,Lyon,Kentucky,22123.0,40112.0,55125.0,"8,394","3,294",21143
1847,Huron,Michigan,22120.0,40204.0,50996.0,"32,751","13,907",26063
1848,East Feliciana,Louisiana,22099.0,47225.0,54664.0,"20,111","6,991",22037
1849,Chenango,New York,22097.0,43941.0,54395.0,"50,121","19,829",36017
1850,Knox,Illinois,22093.0,40667.0,52496.0,"52,545","21,481",17095
1851,Garfield,Nebraska,22092.0,41892.0,49904.0,"1,947",864,31071
1852,Franklin,Maine,22083.0,41626.0,50251.0,"30,660","12,098",23007
1853,Anderson,South Carolina,22081.0,41579.0,53856.0,"188,480","73,296",45007
1854,Clay,North Carolina,22081.0,38828.0,46528.0,"10,599","4,431",37043
1855,Seneca,Ohio,22075.0,43764.0,54219.0,"56,376","21,651",39147
1856,Marengo,Alabama,22072.0,35079.0,48116.0,"20,669","8,464",01091
1857,Trimble,Kentucky,22070.0,49718.0,57174.0,"8,818","3,512",21223
1858,Furnas,Nebraska,22068.0,39603.0,51458.0,"4,920","2,215",31065
1859,Texas County,Oklahoma,22064.0,49901.0,57713.0,"21,157","7,180",40139
1860,Lincoln,Missouri,22063.0,52835.0,59074.0,"53,051","18,714",29113
1861,Venango,Pennsylvania,22060.0,41977.0,51925.0,"54,590","22,547",42121
1862,Ripley,Indiana,22059.0,47537.0,59022.0,"28,636","10,761",18137
1863,White,Georgia,22059.0,40670.0,51282.0,"27,400","11,788",13311
1864,Lake,Oregon,22056.0,33611.0,47537.0,"7,862","3,566",41037
1865,Deer Lodge,Montana,22052.0,38958.0,49714.0,"9,285","3,855",30023
1866,Cattaraugus,New York,22049.0,42603.0,52637.0,"79,735","32,246",36009
1867,Massac,Illinois,22047.0,43615.0,55256.0,"15,282","6,053",17127
1868,Perry,Arkansas,22047.0,42455.0,50840.0,"10,381","3,903",05105
1869,Iosco,Michigan,22047.0,36236.0,45265.0,"25,662","11,172",26069
1870,Decatur,Indiana,22046.0,48047.0,54432.0,"25,939","9,792",18031
1871,Greenup,Kentucky,22035.0,44060.0,53746.0,"36,822","14,465",21089
1872,Cherokee,Alabama,22030.0,34907.0,45998.0,"26,034","11,656",01019
1873,Clinton,Ohio,22026.0,46048.0,54413.0,"42,013","15,969",39027
1874,Maries,Missouri,22026.0,42566.0,55331.0,"9,102","3,749",29125
1875,Edwards,Texas,22015.0,43839.0,54440.0,"2,070",838,48137
1876,Marion,Oregon,22001.0,46885.0,54920.0,"318,441","113,285",41047
1877,Henderson,Texas,21995.0,40900.0,48789.0,"78,636","29,732",48213
1878,Marion,Florida,21992.0,39453.0,46538.0,"333,503","134,002",12083
1879,Meade,Kansas,21990.0,51000.0,54093.0,"4,486","1,714",20119
1880,Garfield,Utah,21989.0,45357.0,50429.0,"5,123","1,890",49017
1881,Stevens,Washington,21986.0,41742.0,52410.0,"43,513","17,684",53065
